train_loss,train_acc,train_timer,val_loss,val_acc,val_f1_score,val_auc,val_timer
4.30383304754893,0.15173277208426347,85.85564020008314,4.133190631866455,0.21596611274030628,0.03535004608770442,0.6362859832064194,23.759291300084442
3.1352346738179526,0.38601624468962353,82.7002265000483,3.6792503595352173,0.2638970348647768,0.06063579949349291,0.6963493439008673,25.275104900007136
2.650904059410095,0.43822090824445087,86.47225949994754,2.9584227800369263,0.41681329423264907,0.09750404146072351,0.748253278371767,25.38877289998345
2.377203027407328,0.48286857704321545,87.36477950005792,2.4285006523132324,0.5128706419029,0.13349209775133622,0.805092164515046,25.14660219999496
2.2046941121419272,0.5181249876817068,87.47930770006496,2.125575304031372,0.5717171717171717,0.16808480987778918,0.8447880471440041,39.5229114999529
2.0611191193262735,0.5623997350533804,85.2174988000188,1.9438140988349915,0.61267513848159,0.19994740307639355,0.8732886180161613,24.941919400007464
1.9394484361012776,0.5984848737716675,86.05324959999416,1.79287850856781,0.660019550342131,0.23275476549985719,0.8856583074916912,25.159660700010136
1.8386576573053997,0.6318801641464233,86.23489039996639,1.6932536959648132,0.6966438579341805,0.2768452071521713,0.9055231113984921,24.89947049994953
1.7522709369659424,0.6657120684782664,82.92643329990096,1.606441617012024,0.7211795373085695,0.3052226271924775,0.9225177396954473,23.029041099944152
1.6749479174613953,0.6906742751598358,81.60159719991498,1.5267640352249146,0.748061257738677,0.3345489321860408,0.9282515038253385,23.400873100035824
1.6086140672365825,0.7139703432718912,81.46059979998972,1.4648181796073914,0.7691104594330401,0.36745872028743015,0.9395029232218083,23.21713839995209
1.5479312141736348,0.7362708151340485,81.77059289999306,1.4067047238349915,0.7875203649397198,0.39514426685634185,0.9466204013579325,22.92300469998736
1.4957322080930073,0.7543108761310577,81.902248499915,1.3620436191558838,0.8064516129032258,0.42210367226087403,0.946121092463208,23.316589300055057
1.4575096567471821,0.7675589025020599,82.15625840006396,1.3341784477233887,0.814336917562724,0.4557081776838998,0.9579027641735623,23.242730000056326
1.4097484946250916,0.7840389907360077,81.1947032000171,1.2817795276641846,0.8339850114043662,0.48010443829324434,0.9628046326531746,23.064359300071374
1.3744078675905864,0.7952973047892252,81.22872330003884,1.2418767809867859,0.8447051156728576,0.5076966045527409,0.9662193482450893,22.85092050000094
1.3425514101982117,0.8086218734582266,82.13370650005527,1.2208129167556763,0.8521016617790811,0.5312749269012965,0.9711208566245038,23.536365799955092
1.3173653483390808,0.8163054585456848,81.56697149993852,1.1961111426353455,0.8603453893776475,0.5435683425032853,0.9779917842598818,23.2985764000332
1.290139098962148,0.8265761335690817,84.63813410000876,1.1709181666374207,0.8687194525904204,0.5545394711412972,0.9758817570522759,24.06210680003278
1.2693041960398357,0.8327692449092865,93.84066400001757,1.1571005582809448,0.874356467904855,0.5754641781978515,0.9777770042709092,26.534454899956472
1.248793085416158,0.8400648136933645,88.66469979996327,1.1412246823310852,0.8801564027370479,0.6000433162836764,0.9818550086647246,24.869015700067393
1.2281245390574138,0.8478753368059794,92.2876702999929,1.1264364123344421,0.8853698273053112,0.6229367331048145,0.9858810587696962,27.1988749000011
1.2138604720433552,0.8520822823047638,93.23301750002429,1.1152299642562866,0.8896709025741284,0.6455855551272006,0.9824776732492929,26.703694500029087
1.1975438594818115,0.8592910468578339,93.58392529992852,1.106678068637848,0.8913000977517107,0.6520188763717417,0.9877604092891796,26.160411300021224
1.1857057809829712,0.861669917901357,93.21831909997854,1.0937398076057434,0.8980449657869013,0.6608359432525721,0.9857784462595099,26.64179610006977
1.1699185371398926,0.8682595690091451,92.7259192999918,1.0856825113296509,0.8984685565330727,0.685794324500712,0.9890811835434575,26.948606300051324
1.158935785293579,0.8731723030408224,93.44214069994632,1.070963203907013,0.9047246660149886,0.69876156784618,0.9887603948322439,26.641480299993418
1.1446986397107441,0.878296434879303,94.22835400002077,1.0613173842430115,0.9078853046594982,0.709741617403574,0.9911187135762627,26.516169300070032
1.1366822719573975,0.8816344539324442,94.42478479992133,1.0544573664665222,0.9112414467253177,0.7239719236751195,0.992810950452985,26.387222199933603
1.1253059307734172,0.8850091894467672,94.04376699996646,1.0457805395126343,0.9138155751058977,0.7281069992282746,0.9940709320030208,25.686863499926403
1.1171187957127888,0.8875326712926229,90.98997729993425,1.0407448410987854,0.9166829586184425,0.737615584367591,0.9947347913840362,25.454491000040434
1.1096397837003071,0.8904577891031901,92.22097949997988,1.0328324437141418,0.918833496252851,0.7404047699264289,0.9942009257507394,26.407806299976073
1.1026751399040222,0.8930652240912119,91.98457129998133,1.030877411365509,0.9206581948517433,0.7451148048030455,0.9947094162474717,26.389233299996704
